Name,Position,Roster Position,TeamAbbrev,Week,Salary,%Drafted,FPTS,Non_TD_FPTS,TD_FPTS
Bo Nix,QB,QB,DEN,7,5600,2.23%,39.96,19.96,20.0
J.K. Dobbins,RB,RB/FLEX,DEN,7,5600,4.92%,9.0,9.0,0.0
Mac Jones,QB,QB,SF,7,5600,1.29%,6.18,6.18,0.0
Kenneth Walker III,RB,RB/FLEX,SEA,7,5600,1.81%,6.6,6.6,0.0
Jakobi Meyers,WR,WR/FLEX,LV,7,5500,0.29%,0.0,0.0,0.0
Kimani Vidal,RB,RB/FLEX,LAC,7,5500,5.18%,7.5,7.5,0.0
Keenan Allen,WR,WR/FLEX,LAC,7,5500,5.53%,31.9,25.9,6.0
Kyler Murray,QB,QB,ARI,7,5500,0.01%,0.0,0.0,0.0
Jake Ferguson,TE,TE/FLEX,DAL,7,5500,6.41%,21.9,9.9,12.0
David Montgomery,RB,RB/FLEX,DET,7,5500,4.26%,5.9,5.9,0.0
Chris Godwin Jr.,WR,WR/FLEX,TB,7,5500,0.0,0.0,0.0,0.0
Aaron Rodgers,QB,QB,PIT,7,5400,7.95%,24.56,8.56,16.0
Jaylen Warren,RB,RB/FLEX,PIT,7,5400,13.93%,22.8,22.8,0.0
Chris Olave,WR,WR/FLEX,NO,7,5400,9.57%,26.8,14.8,12.0
Tony Pollard,RB,RB/FLEX,TEN,7,5400,0.56%,12.1,12.1,0.0
Wan'Dale Robinson,WR,WR/FLEX,NYG,7,5400,1.99%,15.5,15.5,0.0
Ricky Pearsall,WR,WR/FLEX,SF,7,5400,0.03%,0.0,0.0,0.0
Sam Darnold,QB,QB,SEA,7,5400,2.09%,10.62,6.62,4.0
Trevor Lawrence,QB,QB,JAX,7,5300,1.08%,17.64,13.64,4.0
Chase Brown,RB,RB/FLEX,CIN,7,5300,3.73%,15.0,15.0,0.0
Tre Tucker,WR,WR/FLEX,LV,7,5300,1.76%,8.3,8.3,0.0
Bryce Young,QB,QB,CAR,7,5300,0.76%,10.52,6.52,4.0
Zonovan Knight,RB,RB/FLEX,ARI,7,5300,0.14%,9.4,0.0,0.0
Marvin Harrison Jr.,WR,WR/FLEX,ARI,7,5300,0.45%,7.8,7.8,0.0
DJ Moore,WR,WR/FLEX,CHI,7,5200,0.69%,8.2,8.2,0.0
Rhamondre Stevenson,RB,RB/FLEX,NE,7,5200,2.13%,16.8,10.8,6.0
Jaxson Dart,QB,QB,NYG,7,5200,1.14%,29.42,11.42,18.0
Tyler Warren,TE,TE/FLEX,IND,7,5200,7.17%,16.9,10.9,6.0
Kendrick Bourne,WR,WR/FLEX,SF,7,5200,7.07%,3.4,3.4,0.0
C.J. Stroud,QB,QB,HOU,7,5200,1.61%,14.66,10.66,4.0
Woody Marks,RB,RB/FLEX,HOU,7,5200,0.54%,12.5,6.5,6.0
Tua Tagovailoa,QB,QB,MIA,7,5100,0.24%,1.6,1.6,0.0
Jordan Addison,WR,WR/FLEX,MIN,7,5100,8.68%,24.8,24.8,0.0
TreVeyon Henderson,RB,RB/FLEX,NE,7,5100,0.96%,0.5,0.5,0.0
Michael Pittman Jr.,WR,WR/FLEX,IND,7,5100,5.21%,20.8,14.8,6.0
Zach Charbonnet,RB,RB/FLEX,SEA,7,5100,0.39%,19.5,7.5,12.0
Isiah Pacheco,RB,RB/FLEX,KC,7,5000,1.45%,12.4,6.4,6.0
Brock Bowers,TE,TE/FLEX,LV,7,5000,0.01%,0.0,0.0,0.0
J.J. McCarthy,QB,QB,MIN,7,5000,0.0,0.0,0.0,0.0
Carson Wentz,QB,QB,MIN,7,5000,0.84%,16.32,16.32,0.0
Romeo Doubs,WR,WR/FLEX,GB,7,5000,5.00%,13.2,13.2,0.0
Jameson Williams,WR,WR/FLEX,DET,7,5000,5.79%,0.0,0.0,0.0
Nick Chubb,RB,RB/FLEX,HOU,7,5000,1.03%,2.1,2.1,0.0
Joe Flacco,QB,QB,CIN,7,4900,5.32%,28.98,16.98,12.0
Kendre Miller,RB,RB/FLEX,NO,7,4900,0.19%,0.7,0.7,0.0
Tyjae Spears,RB,RB/FLEX,TEN,7,4900,0.17%,7.0,7.0,0.0
Calvin Ridley,WR,WR/FLEX,TEN,7,4900,0.0,0.0,0.0,0.0
Tucker Kraft,TE,TE/FLEX,GB,7,4900,5.17%,16.8,10.8,6.0
Marcus Mariota,QB,QB,WAS,7,4900,0.02%,4.92,4.92,0.0
Brandon Aiyuk,WR,WR/FLEX,SF,7,4900,0.01%,0.0,0.0,0.0
Joe Mixon,RB,RB/FLEX,HOU,7,4900,0.0,0.0,0.0,0.0
Spencer Rattler,QB,QB,NO,7,4800,0.97%,14.52,6.52,8.0
Kareem Hunt,RB,RB/FLEX,KC,7,4800,0.68%,1.8,1.8,0.0
Josh Downs,WR,WR/FLEX,IND,7,4800,0.06%,0.0,0.0,0.0
Michael Carter,RB,RB/FLEX,ARI,7,4800,0.50%,5.6,5.6,0.0
Michael Penix Jr.,QB,QB,ATL,7,4800,2.67%,13.24,9.24,4.0
Tyler Allgeier,RB,RB/FLEX,ATL,7,4800,0.45%,1.6,1.6,0.0
Cooper Kupp,WR,WR/FLEX,SEA,7,4800,1.93%,3.2,3.2,0.0
Bhayshul Tuten,RB,RB/FLEX,JAX,7,4700,0.07%,2.2,2.2,0.0
Kyle Monangai,RB,RB/FLEX,CHI,7,4700,0.09%,17.4,11.4,6.0
Geno Smith,QB,QB,LV,7,4700,0.18%,2.78,2.78,0.0
Travis Kelce,TE,TE/FLEX,KC,7,4700,4.52%,8.4,8.4,0.0
Will Shipley,RB,RB/FLEX,PHI,7,4700,0.05%,1.7,1.7,0.0
Matthew Golden,WR,WR/FLEX,GB,7,4700,4.42%,7.7,7.7,0.0
Jauan Jennings,WR,WR/FLEX,SF,7,4700,0.56%,7.1,7.1,0.0
Darnell Mooney,WR,WR/FLEX,ATL,7,4700,0.03%,9.8,9.8,0.0
Blake Corum,RB,RB/FLEX,LAR,7,4600,0.04%,5.3,5.3,0.0
Hollywood Brown,WR,WR/FLEX,KC,7,4600,3.94%,9.4,0.0,0.0
Cam Ward,QB,QB,TEN,7,4600,0.13%,12.2,8.2,4.0
Kayshon Boutte,WR,WR/FLEX,NE,7,4600,5.19%,13.5,7.5,6.0
RJ Harvey,RB,RB/FLEX,DEN,7,4600,0.32%,7.2,1.2,6.0
Jeremy McNichols,RB,RB/FLEX,WAS,7,4600,0.10%,6.5,6.5,0.0
Rashid Shaheed,WR,WR/FLEX,NO,7,4500,5.52%,8.0,8.0,0.0
Dallas Goedert,TE,TE/FLEX,PHI,7,4500,9.64%,4.8,4.8,0.0
Tyrone Tracy Jr.,RB,RB/FLEX,NYG,7,4500,0.03%,10.6,4.6,6.0
Hassan Haskins,RB,RB/FLEX,LAC,7,4500,0.04%,2.5,2.5,0.0
Jacoby Brissett,QB,QB,ARI,7,4500,0.82%,20.76,12.76,8.0
Brian Robinson Jr.,RB,RB/FLEX,SF,7,4500,0.08%,3.6,3.6,0.0
Sterling Shepard,WR,WR/FLEX,TB,7,4500,3.99%,8.5,8.5,0.0
Travis Hunter,WR,WR/FLEX,JAX,7,4400,1.08%,27.1,21.1,6.0
Jake Browning,QB,QB,CIN,7,4400,0.04%,0.0,0.0,0.0
Samaje Perine,RB,RB/FLEX,CIN,7,4400,0.15%,3.1,3.1,0.0
Dillon Gabriel,QB,QB,CLE,7,4400,0.76%,5.84,5.84,0.0
Shedeur Sanders,QB,QB,CLE,7,4400,0.02%,0.0,0.0,0.0
Ollie Gordon II,RB,RB/FLEX,MIA,7,4400,0.02%,2.3,2.3,0.0
Jerome Ford,RB,RB/FLEX,CLE,7,4400,0.12%,3.0,3.0,0.0
Jerry Jeudy,WR,WR/FLEX,CLE,7,4400,1.18%,3.7,3.7,0.0
Christian Watson,WR,WR/FLEX,GB,7,4400,0.0,0.0,0.0,0.0
George Kittle,TE,TE/FLEX,SF,7,4400,7.33%,0.0,0.0,0.0
Sean Tucker,RB,RB/FLEX,TB,7,4400,0.11%,1.6,1.6,0.0
Kaleb Johnson,RB,RB/FLEX,PIT,7,4300,0.05%,0.0,0.0,0.0
Tyson Bagent,QB,QB,CHI,7,4300,0.0,0.0,0.0,0.0
Luther Burden III,WR,WR/FLEX,CHI,7,4300,1.23%,3.1,3.1,0.0
Trevor Etienne,RB,RB/FLEX,CAR,7,4300,0.08%,0.0,0.0,0.0
Isaiah Davis,RB,RB/FLEX,NYJ,7,4300,0.02%,5.2,5.2,0.0
Darius Slayton,WR,WR/FLEX,NYG,7,4300,0.01%,0.0,0.0,0.0
Emari Demercado,RB,RB/FLEX,ARI,7,4300,0.0,0.0,0.0,0.0
Kirk Cousins,QB,QB,ATL,7,4300,0.0,0.0,0.0,0.0
Sam LaPorta,TE,TE/FLEX,DET,7,4300,11.88%,4.5,4.5,0.0
Roschon Johnson,RB,RB/FLEX,CHI,7,4200,0.0,0.0,0.0,0.0
Darren Waller,TE,TE/FLEX,MIA,7,4200,2.94%,0.0,0.0,0.0
A.J. Dillon,RB,RB/FLEX,PHI,7,4200,0.03%,0.0,0.0,0.0
Zavier Scott,RB,RB/FLEX,MIN,7,4200,0.06%,1.6,1.6,0.0
Tyrod Taylor,QB,QB,NYJ,7,4200,0.01%,4.14,4.14,0.0
Josh Reynolds,WR,WR/FLEX,NYJ,7,4200,0.29%,5.9,5.9,0.0
Elic Ayomanor,WR,WR/FLEX,TEN,7,4200,1.69%,4.9,4.9,0.0
Russell Wilson,QB,QB,NYG,7,4200,0.01%,0.0,0.0,0.0
Tez Johnson,WR,WR/FLEX,TB,7,4200,3.42%,15.8,9.8,6.0
Dylan Sampson,RB,RB/FLEX,CLE,7,4100,0.07%,2.7,2.7,0.0
Brashard Smith,RB,RB/FLEX,KC,7,4100,0.04%,13.1,13.1,0.0
Hunter Henry,TE,TE/FLEX,NE,7,4100,2.51%,7.3,7.3,0.0
Alec Pierce,WR,WR/FLEX,IND,7,4100,0.95%,14.8,14.8,0.0
Chris Rodriguez Jr.,RB,RB/FLEX,WAS,7,4100,0.0,0.0,0.0,0.0
Luke McCaffrey,WR,WR/FLEX,WAS,7,4100,5.71%,0.0,0.0,0.0
Christian Kirk,WR,WR/FLEX,HOU,7,4100,0.05%,0.0,0.0,0.0
Nick Mullens,QB,QB,JAX,7,4000,0.0,0.0,0.0,0.0
Carter Bradley,QB,QB,JAX,7,4000,0.01%,0.0,0.0,0.0
Jimmy Garoppolo,QB,QB,LAR,7,4000,0.0,0.0,0.0,0.0
Stetson Bennett IV,QB,QB,LAR,7,4000,0.0,0.0,0.0,0.0
LeQuint Allen Jr.,RB,RB/FLEX,JAX,7,4000,0.01%,1.4,1.4,0.0
Cody Schrader,RB,RB/FLEX,JAX,7,4000,0.01%,0.0,0.0,0.0
Ja'Quinden Jackson,RB,RB/FLEX,JAX,7,4000,0.0,0.0,0.0,0.0
Jarquez Hunter,RB,RB/FLEX,LAR,7,4000,0.0,0.0,0.0,0.0
Ronnie Rivers,RB,RB/FLEX,LAR,7,4000,0.0,0.0,0.0,0.0
Tutu Atwell,WR,WR/FLEX,LAR,7,4000,1.03%,0.0,0.0,0.0
Mason Rudolph,QB,QB,PIT,7,4000,0.0,0.0,0.0,0.0
Will Howard,QB,QB,PIT,7,4000,0.0,0.0,0.0,0.0
Skylar Thompson,QB,QB,PIT,7,4000,0.0,0.0,0.0,0.0
Logan Woodside,QB,QB,PIT,7,4000,0.0,0.0,0.0,0.0
Joe Burrow,QB,QB,CIN,7,4000,0.0,0.0,0.0,0.0
Sean Clifford,QB,QB,CIN,7,4000,0.0,0.0,0.0,0.0
Lew Nichols,RB,RB/FLEX,PIT,7,4000,0.0,0.0,0.0,0.0
Trey Sermon,RB,RB/FLEX,PIT,7,4000,0.0,0.0,0.0,0.0
Raheem Blackshear,RB,RB/FLEX,PIT,7,4000,0.0,0.0,0.0,0.0
Tahj Brooks,RB,RB/FLEX,CIN,7,4000,0.0,0.0,0.0,0.0
Kendall Milton,RB,RB/FLEX,CIN,7,4000,0.0,0.0,0.0,0.0
Gary Brightwell,RB,RB/FLEX,CIN,7,4000,0.0,0.0,0.0,0.0
Tyler Shough,QB,QB,NO,7,4000,0.0,0.0,0.0,0.0
Jake Haener,QB,QB,NO,7,4000,0.0,0.0,0.0,0.0
Case Keenum,QB,QB,CHI,7,4000,0.0,0.0,0.0,0.0
Devin Neal,RB,RB/FLEX,NO,7,4000,0.0,0.0,0.0,0.0
Velus Jones Jr.,RB,RB/FLEX,NO,7,4000,0.0,0.0,0.0,0.0
Travis Homer,RB,RB/FLEX,CHI,7,4000,0.0,0.0,0.0,0.0
Deion Hankins,RB,RB/FLEX,CHI,7,4000,0.0,0.0,0.0,0.0
Brittain Brown,RB,RB/FLEX,CHI,7,4000,0.0,0.0,0.0,0.0
Zach Wilson,QB,QB,MIA,7,4000,0.0,0.0,0.0,0.0
Quinn Ewers,QB,QB,MIA,7,4000,0.0,0.0,0.0,0.0
Deshaun Watson,QB,QB,CLE,7,4000,0.0,0.0,0.0,0.0
Bailey Zappe,QB,QB,CLE,7,4000,0.0,0.0,0.0,0.0
Jaylen Wright,RB,RB/FLEX,MIA,7,4000,0.0,0.0,0.0,0.0
Alexander Mattison,RB,RB/FLEX,MIA,7,4000,0.0,0.0,0.0,0.0
Alec Ingold,RB,RB/FLEX,MIA,7,4000,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,RB,RB/FLEX,MIA,7,4000,0.02%,0.0,0.0,0.0
JaMycal Hasty,RB,RB/FLEX,MIA,7,4000,0.0,0.0,0.0,0.0
Raheim Sanders,RB,RB/FLEX,CLE,7,4000,0.01%,0.0,0.0,0.0
Ahmani Marshall,RB,RB/FLEX,CLE,7,4000,0.0,0.0,0.0,0.0
Kenny Pickett,QB,QB,LV,7,4000,0.0,0.0,0.0,0.0
Aidan O'Connell,QB,QB,LV,7,4000,0.0,0.0,0.0,0.0
Cam Miller,QB,QB,LV,7,4000,0.0,0.0,0.0,0.0
Gardner Minshew II,QB,QB,KC,7,4000,0.0,0.0,0.0,0.0
Chris Oladokun,QB,QB,KC,7,4000,0.0,0.0,0.0,0.0
Raheem Mostert,RB,RB/FLEX,LV,7,4000,0.03%,1.2,1.2,0.0
Dylan Laube,RB,RB/FLEX,LV,7,4000,0.0,0.0,0.0,0.0
Zamir White,RB,RB/FLEX,LV,7,4000,0.0,0.0,0.0,0.0
Chris Collier,RB,RB/FLEX,LV,7,4000,0.0,0.0,0.0,0.0
Elijah Mitchell,RB,RB/FLEX,KC,7,4000,0.0,0.0,0.0,0.0
Keaontay Ingram,RB,RB/FLEX,KC,7,4000,0.0,0.0,0.0,0.0
Clyde Edwards-Helaire,RB,RB/FLEX,KC,7,4000,0.0,0.0,0.0,0.0
Carson Steele,RB,RB/FLEX,KC,7,4000,0.0,0.0,0.0,0.0
Tanner McKee,QB,QB,PHI,7,4000,0.0,0.0,0.0,0.0
Sam Howell,QB,QB,PHI,7,4000,0.0,0.0,0.0,0.0
Kyle McCord,QB,QB,PHI,7,4000,0.0,0.0,0.0,0.0
Max Brosmer,QB,QB,MIN,7,4000,0.0,0.0,0.0,0.0
Tank Bigsby,RB,RB/FLEX,PHI,7,4000,0.0,0.0,0.0,0.0
Ben VanSumeren,RB,RB/FLEX,PHI,7,4000,0.0,0.0,0.0,0.0
Audric Estime,RB,RB/FLEX,PHI,7,4000,0.0,0.0,0.0,0.0
Aaron Jones Sr.,RB,RB/FLEX,MIN,7,4000,0.0,0.0,0.0,0.0
Ty Chandler,RB,RB/FLEX,MIN,7,4000,0.0,0.0,0.0,0.0
C.J. Ham,RB,RB/FLEX,MIN,7,4000,0.0,0.0,0.0,0.0
Cam Akers,RB,RB/FLEX,MIN,7,4000,0.01%,0.0,0.0,0.0
Corey Kiner,RB,RB/FLEX,MIN,7,4000,0.0,0.0,0.0,0.0
Andy Dalton,QB,QB,CAR,7,4000,0.0,0.0,0.0,0.0
Hendon Hooker,QB,QB,CAR,7,4000,0.0,0.0,0.0,0.0
Brady Cook,QB,QB,NYJ,7,4000,0.0,0.0,0.0,0.0
DeeJay Dallas,RB,RB/FLEX,CAR,7,4000,0.0,0.0,0.0,0.0
Jonathon Brooks,RB,RB/FLEX,CAR,7,4000,0.0,0.0,0.0,0.0
Anthony Tyus III,RB,RB/FLEX,CAR,7,4000,0.0,0.0,0.0,0.0
Kene Nwangwu,RB,RB/FLEX,NYJ,7,4000,0.0,0.0,0.0,0.0
Khalil Herbert,RB,RB/FLEX,NYJ,7,4000,0.0,0.0,0.0,0.0
Braelon Allen,RB,RB/FLEX,NYJ,7,4000,0.0,0.0,0.0,0.0
Andrew Beck,RB,RB/FLEX,NYJ,7,4000,0.0,0.0,0.0,0.0
Jalen Coker,WR,WR/FLEX,CAR,7,4000,0.17%,0.0,0.0,0.0
Joshua Dobbs,QB,QB,NE,7,4000,0.0,0.0,0.0,0.0
Tommy DeVito,QB,QB,NE,7,4000,0.0,0.0,0.0,0.0
Brandon Allen,QB,QB,TEN,7,4000,0.0,0.0,0.0,0.0
Will Levis,QB,QB,TEN,7,4000,0.03%,0.0,0.0,0.0
Trevor Siemian,QB,QB,TEN,7,4000,0.0,0.0,0.0,0.0
Terrell Jennings,RB,RB/FLEX,NE,7,4000,0.01%,1.8,1.8,0.0
Antonio Gibson,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Lan Larison,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Deneric Prince,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Jashaun Corbin,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Brock Lampe,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Jack Westover,RB,RB/FLEX,NE,7,4000,0.0,0.0,0.0,0.0
Julius Chestnut,RB,RB/FLEX,TEN,7,4000,0.0,0.0,0.0,0.0
Kalel Mullings,RB,RB/FLEX,TEN,7,4000,0.0,0.0,0.0,0.0
Jordan Mims,RB,RB/FLEX,TEN,7,4000,0.0,0.0,0.0,0.0
DeMario Douglas,WR,WR/FLEX,NE,7,4000,0.46%,4.7,4.7,0.0
Jameis Winston,QB,QB,NYG,7,4000,0.0,0.0,0.0,0.0
Jarrett Stidham,QB,QB,DEN,7,4000,0.0,0.0,0.0,0.0
Sam Ehlinger,QB,QB,DEN,7,4000,0.0,0.0,0.0,0.0
Devin Singletary,RB,RB/FLEX,NYG,7,4000,0.0,0.0,0.0,0.0
Eric Gray,RB,RB/FLEX,NYG,7,4000,0.0,0.0,0.0,0.0
Dante Miller,RB,RB/FLEX,NYG,7,4000,0.0,0.0,0.0,0.0
Jaleel McLaughlin,RB,RB/FLEX,DEN,7,4000,0.0,0.0,0.0,0.0
Tyler Badie,RB,RB/FLEX,DEN,7,4000,0.0,0.0,0.0,0.0
Adam Prentice,RB,RB/FLEX,DEN,7,4000,0.0,0.0,0.0,0.0
Deuce Vaughn,RB,RB/FLEX,DEN,7,4000,0.01%,0.0,0.0,0.0
Michael Burton,RB,RB/FLEX,DEN,7,4000,0.0,0.0,0.0,0.0
Evan Engram,TE,TE/FLEX,DEN,7,4000,1.19%,9.2,9.2,0.0
Trey Lance,QB,QB,LAC,7,4000,0.0,0.0,0.0,0.0
DJ Uiagalelei,QB,QB,LAC,7,4000,0.0,0.0,0.0,0.0
Anthony Richardson Sr.,QB,QB,IND,7,4000,0.0,0.0,0.0,0.0
Riley Leonard,QB,QB,IND,7,4000,0.0,0.0,0.0,0.0
Nyheim Miller-Hines,RB,RB/FLEX,LAC,7,4000,0.0,0.0,0.0,0.0
Omarion Hampton,RB,RB/FLEX,LAC,7,4000,0.0,0.0,0.0,0.0
Najee Harris,RB,RB/FLEX,LAC,7,4000,0.0,0.0,0.0,0.0
Amar Johnson,RB,RB/FLEX,LAC,7,4000,0.0,0.0,0.0,0.0
Scott Matlock,RB,RB/FLEX,LAC,7,4000,0.0,0.0,0.0,0.0
DJ Giddens,RB,RB/FLEX,IND,7,4000,0.01%,0.0,0.0,0.0
Ameer Abdullah,RB,RB/FLEX,IND,7,4000,0.01%,3.7,3.7,0.0
Tyler Goodson,RB,RB/FLEX,IND,7,4000,0.0,0.0,0.0,0.0
Salvon Ahmed,RB,RB/FLEX,IND,7,4000,0.0,0.0,0.0,0.0
Ulysses Bentley IV,RB,RB/FLEX,IND,7,4000,0.0,0.0,0.0,0.0
Kedon Slovis,QB,QB,ARI,7,4000,0.0,0.0,0.0,0.0
Malik Willis,QB,QB,GB,7,4000,0.0,0.0,0.0,0.0
Clayton Tune,QB,QB,GB,7,4000,0.0,0.0,0.0,0.0
Trey Benson,RB,RB/FLEX,ARI,7,4000,0.0,0.0,0.0,0.0
James Conner,RB,RB/FLEX,ARI,7,4000,0.0,0.0,0.0,0.0
D'Ernest Johnson,RB,RB/FLEX,ARI,7,4000,0.0,0.0,0.0,0.0
Jermar Jefferson,RB,RB/FLEX,ARI,7,4000,0.01%,0.0,0.0,0.0
Emanuel Wilson,RB,RB/FLEX,GB,7,4000,0.07%,2.5,2.5,0.0
Chris Brooks,RB,RB/FLEX,GB,7,4000,0.0,0.0,0.0,0.0
MarShawn Lloyd,RB,RB/FLEX,GB,7,4000,0.0,0.0,0.0,0.0
Pierre Strong Jr.,RB,RB/FLEX,GB,7,4000,0.0,0.0,0.0,0.0
Josh Johnson,QB,QB,WAS,7,4000,0.0,0.0,0.0,0.0
Sam Hartman,QB,QB,WAS,7,4000,0.0,0.0,0.0,0.0
Joe Milton III,QB,QB,DAL,7,4000,0.0,0.0,0.0,0.0
Will Grier,QB,QB,DAL,7,4000,0.0,0.0,0.0,0.0
Austin Ekeler,RB,RB/FLEX,WAS,7,4000,0.0,0.0,0.0,0.0
Donovan Edwards,RB,RB/FLEX,WAS,7,4000,0.0,0.0,0.0,0.0
Chase Edmonds,RB,RB/FLEX,WAS,7,4000,0.0,0.0,0.0,0.0
Jaydon Blue,RB,RB/FLEX,DAL,7,4000,0.01%,4.4,4.4,0.0
Miles Sanders,RB,RB/FLEX,DAL,7,4000,0.0,0.0,0.0,0.0
Phil Mafah,RB,RB/FLEX,DAL,7,4000,0.0,0.0,0.0,0.0
Malik Davis,RB,RB/FLEX,DAL,7,4000,0.0,0.0,0.0,0.0
Hunter Luepke,RB,RB/FLEX,DAL,7,4000,0.02%,1.3,1.3,0.0
Adrian Martinez,QB,QB,SF,7,4000,0.0,0.0,0.0,0.0
Kurtis Rourke,QB,QB,SF,7,4000,0.0,0.0,0.0,0.0
Emory Jones,QB,QB,ATL,7,4000,0.0,0.0,0.0,0.0
Easton Stick,QB,QB,ATL,7,4000,0.0,0.0,0.0,0.0
Isaac Guerendo,RB,RB/FLEX,SF,7,4000,0.03%,0.0,0.0,0.0
Jordan James,RB,RB/FLEX,SF,7,4000,0.0,0.0,0.0,0.0
Patrick Taylor Jr.,RB,RB/FLEX,SF,7,4000,0.0,0.0,0.0,0.0
Kyle Juszczyk,RB,RB/FLEX,SF,7,4000,0.08%,1.8,1.8,0.0
Sincere McCormick,RB,RB/FLEX,SF,7,4000,0.0,0.0,0.0,0.0
Nathan Carter,RB,RB/FLEX,ATL,7,4000,0.0,0.0,0.0,0.0
Carlos Washington Jr.,RB,RB/FLEX,ATL,7,4000,0.0,0.0,0.0,0.0
Kyle Allen,QB,QB,DET,7,4000,0.0,0.0,0.0,0.0
Teddy Bridgewater,QB,QB,TB,7,4000,0.0,0.0,0.0,0.0
Connor Bazelak,QB,QB,TB,7,4000,0.0,0.0,0.0,0.0
C.J. Beathard,QB,QB,DET,7,4000,0.0,0.0,0.0,0.0
Josh Williams,RB,RB/FLEX,TB,7,4000,0.0,0.0,0.0,0.0
Owen Wright,RB,RB/FLEX,TB,7,4000,0.01%,0.0,0.0,0.0
Craig Reynolds,RB,RB/FLEX,DET,7,4000,0.0,0.0,0.0,0.0
Sione Vaki,RB,RB/FLEX,DET,7,4000,0.0,0.0,0.0,0.0
Jacob Saylors,RB,RB/FLEX,DET,7,4000,0.0,0.0,0.0,0.0
Kye Robichaux,RB,RB/FLEX,DET,7,4000,0.0,0.0,0.0,0.0
Jalen McMillan,WR,WR/FLEX,TB,7,4000,0.01%,0.0,0.0,0.0
Davis Mills,QB,QB,HOU,7,4000,0.0,0.0,0.0,0.0
Drew Lock,QB,QB,SEA,7,4000,0.0,0.0,0.0,0.0
Jalen Milroe,QB,QB,SEA,7,4000,0.0,0.0,0.0,0.0
Graham Mertz,QB,QB,HOU,7,4000,0.0,0.0,0.0,0.0
George Holani,RB,RB/FLEX,SEA,7,4000,0.02%,0.0,0.0,0.0
Kenny McIntosh,RB,RB/FLEX,SEA,7,4000,0.0,0.0,0.0,0.0
Myles Gaskin,RB,RB/FLEX,SEA,7,4000,0.01%,0.0,0.0,0.0
Brady Russell,RB,RB/FLEX,SEA,7,4000,0.0,0.0,0.0,0.0
Robbie Ouzts,RB,RB/FLEX,SEA,7,4000,0.0,0.0,0.0,0.0
Dameon Pierce,RB,RB/FLEX,HOU,7,4000,0.01%,0.0,0.0,0.0
British Brooks,RB,RB/FLEX,HOU,7,4000,0.01%,0.0,0.0,0.0
Dare Ogunbowale,RB,RB/FLEX,HOU,7,4000,0.0,0.0,0.0,0.0
Jawhar Jordan,RB,RB/FLEX,HOU,7,4000,0.0,0.0,0.0,0.0
Dyami Brown,WR,WR/FLEX,JAX,7,3900,0.29%,7.0,7.0,0.0
Harold Fannin Jr.,TE,TE/FLEX,CLE,7,3900,8.13%,7.6,7.6,0.0
Troy Franklin,WR,WR/FLEX,DEN,7,3900,1.69%,12.9,6.9,6.0
Ryan Flournoy,WR,WR/FLEX,DAL,7,3900,0.56%,0.0,0.0,0.0
Xavier Hutchinson,WR,WR/FLEX,HOU,7,3900,0.40%,2.3,2.3,0.0
Calvin Austin III,WR,WR/FLEX,PIT,7,3800,0.02%,0.0,0.0,0.0
Steelers,DST,DST,PIT,7,3800,10.52%,1.0,0.0,0.0
Malik Washington,WR,WR/FLEX,MIA,7,3800,0.24%,8.0,8.0,0.0
Michael Wilson,WR,WR/FLEX,ARI,7,3800,0.08%,7.0,7.0,0.0
Jaylin Lane,WR,WR/FLEX,WAS,7,3800,1.37%,9.0,9.0,0.0
Zach Ertz,TE,TE/FLEX,WAS,7,3800,9.61%,12.7,6.7,6.0
Kyle Pitts Sr.,TE,TE/FLEX,ATL,7,3800,2.72%,13.2,13.2,0.0
Olamide Zaccheaus,WR,WR/FLEX,CHI,7,3700,0.96%,2.9,2.9,0.0
Tyquan Thornton,WR,WR/FLEX,KC,7,3700,0.66%,4.9,4.9,0.0
Chiefs,DST,DST,KC,7,3700,4.30%,13.0,0.0,0.0
Xavier Legette,WR,WR/FLEX,CAR,7,3700,0.29%,24.2,18.2,6.0
Theo Johnson,TE,TE/FLEX,NYG,7,3700,0.39%,15.6,9.6,6.0
Ray-Ray McCloud III,WR,WR/FLEX,ATL,7,3700,0.03%,0.0,0.0,0.0
Cade Otton,TE,TE/FLEX,TB,7,3700,4.52%,13.5,13.5,0.0
Jordan Whittington,WR,WR/FLEX,LAR,7,3600,5.11%,2.9,2.9,0.0
JuJu Smith-Schuster,WR,WR/FLEX,KC,7,3600,0.56%,6.5,6.5,0.0
T.J. Hockenson,TE,TE/FLEX,MIN,7,3600,0.87%,10.3,10.3,0.0
Greg Dortch,WR,WR/FLEX,ARI,7,3600,0.04%,2.5,2.5,0.0
Dontayvion Wicks,WR,WR/FLEX,GB,7,3600,0.08%,1.5,1.5,0.0
Packers,DST,DST,GB,7,3600,1.72%,8.0,0.0,0.0
Tory Horton,WR,WR/FLEX,SEA,7,3600,0.33%,0.0,0.0,0.0
Dalton Schultz,TE,TE/FLEX,HOU,7,3600,2.53%,18.8,18.8,0.0
